source,target,similarity
23106,17570,0.6104
23112,15744,0.615
23122,12491,0.634
23127,33435,0.6665
23153,23154,0.7
23154,23153,0.7
23154,22140,0.617
23156,37293,0.6133
23156,23223,0.606
23167,7977,0.862
23167,32658,0.6875
23169,29429,0.8877
23218,12690,0.703
23218,22652,0.609
23218,22518,0.607
23218,31635,0.6064
23218,15426,0.6
23222,23223,0.6567
23222,20760,0.6055
23223,23222,0.6567
23223,17585,0.6143
23223,23156,0.606
23223,36920,0.603
23229,14680,0.639
23229,14681,0.611
23296,19835,0.6094
23410,26660,0.615
23452,35064,0.6113
23453,17566,0.697
23453,29779,0.638
23453,30168,0.624
23453,28161,0.6206
23453,23511,0.6177
23454,29784,0.718
23454,30169,0.6953
23454,28161,0.678
23454,17447,0.6514
23454,12475,0.6465
23454,11378,0.64
23454,17955,0.614
23454,20468,0.601
23455,30170,0.7593
23455,29785,0.689
23455,12266,0.6377
23455,17448,0.63
23455,20705,0.624
23455,30169,0.607
23491,31360,0.837
23491,17585,0.7295
23491,15599,0.716
23491,12226,0.6924
23491,35402,0.663
23491,15600,0.6377
23491,19312,0.6113
23506,16135,0.66
23511,34346,0.711
23511,17954,0.6426
23511,11978,0.6265
23511,23453,0.6177
23511,29779,0.6064
23512,11982,0.701
23512,19571,0.681
23512,17959,0.6577
23512,17448,0.644
23512,11380,0.6284
23512,34354,0.6143
23515,34354,0.641
23515,29718,0.6206
23515,15722,0.604
23515,31635,0.6035
23629,14639,0.802
23629,23630,0.7485
23629,25022,0.709
23629,11380,0.6997
23629,31359,0.6675
23629,35208,0.6436
23629,16507,0.6406
23629,32616,0.639
23629,23935,0.632
23629,22518,0.6313
23630,23629,0.7485
23630,14640,0.7295
23630,11380,0.7
23630,25022,0.699
23630,14639,0.678
23630,22518,0.647
23630,16507,0.6367
23630,15677,0.6304
23680,32002,0.6665
23681,26674,0.8804
23693,35360,0.735
23703,29604,0.686
23703,11948,0.669
23716,35086,0.7
23716,34828,0.64
23720,1707,0.753
23731,37706,0.607
23731,9909,0.607
23743,2288,0.9165
23750,28160,0.607
23774,27769,0.775
23778,29992,0.6924
23778,20632,0.6675
23779,5219,0.716
23792,10457,0.8
23793,19053,0.7075
23830,6541,0.9653
23830,35240,0.9365
23842,8425,0.65
23847,24085,0.731
23859,18625,0.844
23868,25908,0.6836
23891,35423,0.705
23903,24069,0.6226
23904,28078,0.646
23935,22518,0.7007
23935,25014,0.6753
23935,25022,0.634
23935,23629,0.632
23938,3997,0.6475
23957,36443,0.739
23959,36450,0.689
24026,16018,0.6655
24026,22847,0.6606
24026,36603,0.6465
24026,31635,0.633
24039,7096,0.6553
24049,26847,0.935
24049,36721,0.9023
24062,10829,0.6567
24067,5608,0.6094
24068,6255,0.6646
24069,23903,0.6226
24078,976,0.6284
24079,21104,0.683
24085,23847,0.731
24108,1820,0.648
24109,36725,0.631
24117,25559,0.81
24122,24847,0.622
24152,24612,0.824
24199,24200,0.7163
24200,24199,0.7163
24200,30055,0.681
24200,3104,0.6655
24200,26841,0.64
24200,16018,0.603
24205,33943,0.608
24221,33413,0.604
24223,32371,0.803
24223,33413,0.7666
24223,15535,0.6777
24223,30892,0.652
24223,11906,0.6416
24223,27341,0.6353
24223,12256,0.626
24233,24811,0.686
24245,35626,0.635
24245,27976,0.61
24255,1466,0.6343
24258,24788,0.6733
24284,24285,0.697
24285,24284,0.697
24296,24298,0.627
24297,15534,0.634
24298,24296,0.627
24323,35189,0.646
24323,34343,0.6367
24326,17108,0.617
24326,25676,0.609
24339,19388,0.7744
24352,10245,0.6733
24374,19387,0.7593
24375,26553,0.747
24387,33285,0.6587
24387,37614,0.6294
24390,19859,0.8315
24420,24421,0.724
24420,21884,0.6577
24421,24420,0.724
24421,21897,0.6704
24421,21884,0.6265
24421,24857,0.617
24460,24461,0.617
24461,24460,0.617
24510,973,0.6255
24511,7826,0.6763
24534,14639,0.639
24534,27957,0.6104
24536,18422,0.6396
24536,11906,0.628
24536,24223,0.62
24536,24857,0.6016
24546,10303,0.8457
24552,37590,0.602
24579,27176,0.762
24579,31288,0.6274
24579,25301,0.6226
24579,20821,0.615
24579,20822,0.6133
24579,15342,0.6123
24579,17928,0.6094
24579,12306,0.609
24584,29277,0.6406
24595,1754,0.683
24610,24611,0.6226
24611,36092,0.6396
24611,24610,0.6226
24612,24152,0.824
24616,25407,0.6396
24649,34347,0.6914
24649,12286,0.687
24649,31635,0.6733
24649,30360,0.651
24649,29835,0.65
24649,19663,0.6377
24649,25676,0.6367
24649,37844,0.636
24649,12793,0.631
24649,31892,0.6245
24674,35461,0.609
24677,7774,0.6436
24687,15971,0.627
24687,29570,0.616
24692,7348,0.6157
24705,22721,0.601
24711,21225,0.735
24711,33700,0.6025
24716,29476,0.6074
24717,29277,0.617
24717,29477,0.6104
24717,35155,0.6045
24772,9276,0.661
24788,24258,0.6733
24791,4763,0.901
24793,33046,0.727
24793,35416,0.661
24793,24223,0.61
24805,15070,0.663
24811,24233,0.686
24816,36714,0.816
24826,24830,0.6055
24830,24826,0.6055
24830,14516,0.6006
24833,4475,0.644
24853,21884,0.68
24853,36870,0.677
24855,28063,0.802
24857,21897,0.8555
24857,16329,0.68
24857,29570,0.639
24857,18422,0.633
24857,11256,0.6235
24857,21884,0.621
24857,33413,0.6187
24857,24421,0.617
24857,31606,0.607
24865,10065,0.6284
24866,35437,0.7056
24894,28610,0.7407
24899,19367,0.7227
24924,24925,0.6133
24925,24924,0.6133
24925,34765,0.6006
24926,26955,0.665
24926,6271,0.643
24926,7492,0.631
24951,25032,0.6523
24951,17566,0.607
24966,31693,0.7163
24986,28713,0.68
25010,19166,0.602
25013,25072,0.628
25014,23935,0.6753
25014,25022,0.6577
25014,37846,0.652
25014,28327,0.649
25014,28161,0.637
25014,22518,0.629
25014,11643,0.624
25022,23629,0.709
25022,14639,0.7036
25022,23630,0.699
25022,25014,0.6577
25022,22518,0.64
25022,23935,0.634
25022,33139,0.605
25030,25032,0.6294
25032,25033,0.6978
25032,24951,0.6523
25033,17025,0.756
25033,25032,0.6978
25033,17024,0.6655
25037,20099,0.677
25039,20100,0.6567
25049,13296,0.618
25063,6622,0.6426
25063,26186,0.619
25072,14119,0.6826
25072,32863,0.6562
25072,26210,0.652
25072,17574,0.6494
25072,32862,0.6333
25072,22871,0.633
25072,31701,0.6284
25072,25013,0.628
25072,31700,0.625
25072,29139,0.617
25077,26212,0.6006
25125,31395,0.642
25142,29983,0.607
25147,2638,0.636
25160,25161,0.644
25161,25160,0.644
25163,36228,0.6484
25168,37079,0.6665
25179,32323,0.6323
25238,10067,0.7085
25244,33346,0.6187
25264,20175,0.9224
25273,25274,0.7075
25274,25273,0.7075
25276,16853,0.7837
25282,35521,0.691
25282,11973,0.677
25282,11965,0.6533
25282,35530,0.6406
25282,21019,0.633
25282,27347,0.632
25282,26094,0.6216
25282,29779,0.6167
25282,33177,0.6035
25282,34039,0.601
25285,32455,0.6323
25285,35193,0.6064
25285,18611,0.6
25291,35496,0.853
25291,20629,0.702
25294,25301,0.724
25301,25294,0.724
25301,24579,0.6226
25338,25950,0.6367
25342,25952,0.72
25342,35854,0.659
25342,12887,0.657
25342,30806,0.623
25367,19431,0.606
25368,25369,0.6416
25369,32786,0.663
25369,19436,0.648
25369,25368,0.6416
25369,25373,0.6343
25369,28224,0.622
25371,25695,0.7295
25371,19509,0.618
25371,19512,0.607
25371,16500,0.604
25372,33165,0.618
25372,25695,0.6123
25373,25369,0.6343
25382,25383,0.609
25383,25382,0.609
25406,15999,0.6953
25406,26516,0.6577
25407,2224,0.7217
25409,15039,0.6294
25421,26963,0.8643
25421,25538,0.6226
25422,33497,0.9595
25426,31348,0.717
25432,9060,0.6855
25438,31607,0.7334
25438,17266,0.617
25446,22063,0.636
25474,25477,0.68
25477,25474,0.68
25498,34188,0.6597
25512,13309,0.751
25518,28488,0.9473
25518,21327,0.7236
25528,37568,0.8467
25538,25421,0.6226
25559,24117,0.81
25571,7330,0.804
25596,25597,0.6387
25597,32752,0.671
25597,25596,0.6387
25652,19790,0.6333
25675,12288,0.6714
25675,29784,0.655
25675,34354,0.653
25675,29785,0.648
25675,20705,0.6396
25675,19512,0.6313
25675,28161,0.619
25675,17447,0.612
25675,30168,0.6104
25675,17448,0.609
25676,12286,0.8125
25676,35215,0.783
25676,19663,0.719
25676,11725,0.7153
25676,29835,0.683
25676,35944,0.673
25676,25677,0.672
25676,35216,0.671
25676,34039,0.6606
25677,30168,0.7266
25677,35216,0.7017
25677,25676,0.672
25677,28161,0.6523
25677,13136,0.647
25677,31771,0.6426
25682,37213,0.6445
25682,1960,0.641
25695,25371,0.7295
25695,25372,0.6123
25695,15468,0.601
25767,35789,0.605
25826,24075,0.705
25877,37979,0.6133
25896,15954,0.778
25908,23868,0.6836
25913,6579,0.78
25937,25952,0.617
25950,25338,0.6367
25950,16329,0.628
25950,31135,0.604
25952,25342,0.72
25952,25937,0.617
25952,18083,0.6055
25952,37614,0.6
26032,10813,0.8535
26064,17584,0.73
26064,15421,0.6904
26064,37748,0.688
26064,4910,0.655
26064,33435,0.6484
26064,12257,0.6367
26064,28904,0.6367
26064,12256,0.6323
26064,32862,0.621
26094,26109,0.7695
26094,26105,0.6787
26094,26111,0.64
26094,25282,0.6216
26094,34039,0.6045
26105,26094,0.6787
26105,20705,0.626
26109,26094,0.7695
26109,26111,0.7134
26109,15535,0.6294
26109,34039,0.609
26109,12286,0.6035
26109,25676,0.6025
26111,26109,0.7134
26111,26094,0.64
26111,12288,0.6206
26111,20705,0.6045
26111,11965,0.6025
26124,9515,0.7275
26131,15630,0.6235
26131,15627,0.6226
26131,12256,0.618
26131,35225,0.608
26131,22651,0.605
26139,11726,0.6
26165,36699,0.6753
26165,17585,0.642
26165,15599,0.64
26165,11285,0.603
26174,33539,0.714
26186,18140,0.864
26209,35315,0.8257
26210,31453,0.6895
26210,25072,0.652
26212,25077,0.6006
26260,14379,0.6733
26273,5390,0.7495
26333,26377,0.6543
26333,32064,0.627
26333,26387,0.622
26333,21631,0.611
26342,34344,0.605
26356,18373,0.617
26356,18372,0.6123
26366,23029,0.638
26366,15599,0.6123
26376,26377,0.6396
26377,26333,0.6543
26377,26376,0.6396
26384,18424,0.7144
26387,26333,0.622
26509,3283,0.6343
26513,6429,0.863
26513,28485,0.8604
26514,29395,0.6284
26516,25406,0.6577
26553,36020,0.8647
26553,24375,0.747
26560,18180,0.6846
26562,36450,0.6357
26563,34606,0.718
26660,16541,0.674
26660,23410,0.615
26674,23681,0.8804
26680,14586,0.888
26735,27576,0.8887
26763,28020,0.648
26822,30208,0.644
26835,33705,0.661
26841,24200,0.64
26841,15535,0.627
26846,4839,0.737
26847,24049,0.935
26847,36721,0.732
26847,26920,0.7236
26851,27770,0.6753
26867,26914,0.735
26882,31606,0.7744
26882,17701,0.611
26892,29480,0.75
26895,8836,0.631
26914,26867,0.735
26939,20094,0.87
26939,13560,0.713
26939,28437,0.7056
26939,36020,0.6895
26939,32453,0.6636
26948,24261,0.6377
26953,7814,0.64
26958,26959,0.789
26958,37748,0.648
26958,26970,0.646
26959,26958,0.789
26959,26970,0.638
26959,37748,0.6235
26959,15421,0.6133
26959,27103,0.6055
26960,17666,0.609
26962,33651,0.6567
26963,25421,0.8643
26966,5282,0.6514
26970,17108,0.7817
26970,16160,0.6685
26970,26958,0.646
26970,26959,0.638
26996,30055,0.658
27073,25913,0.697
27086,13322,0.617
27103,27104,0.617
27103,26959,0.6055
27104,27103,0.617
27111,33128,0.6187
27176,24579,0.762
27176,19299,0.6187
27176,34164,0.605
27176,18473,0.602
27232,12200,0.683
27303,33212,0.6055
27304,22651,0.667
27308,35222,0.734
27326,11407,0.6
27330,18573,0.6562
27340,27341,0.647
27341,32895,0.6665
27341,27340,0.647
27341,24223,0.6353
27341,33285,0.6274
27347,33197,0.747
27347,33196,0.7256
27347,31770,0.703
27347,19723,0.6777
27347,17293,0.675
27347,35521,0.67
27347,11973,0.6636
27347,19716,0.6553
27347,19823,0.653
27347,29779,0.6426
27375,29406,0.6
27392,21259,0.6577
27393,27743,0.6387
27396,27397,0.7275
27397,27396,0.7275
27397,35155,0.7095
27397,20065,0.6587
27397,20064,0.619
27409,13973,0.685
27415,22824,0.6646
27429,18136,0.6177
27444,31770,0.7324
27444,31771,0.6953
27444,17424,0.684
27444,19716,0.66
27444,27446,0.65
27444,28663,0.638
27444,11978,0.6313
27444,21020,0.625
27444,15463,0.6216
27446,31771,0.6562
27446,27444,0.65
27446,27796,0.6396
27446,21022,0.6187
27446,29277,0.6113
27510,11470,0.622
27511,30269,0.6865
27511,13293,0.616
27537,20865,0.9175
27539,11461,0.736
27545,12861,0.699
27563,6687,0.725
27576,26735,0.8887
27587,33506,0.628
27587,15264,0.602
27629,33635,0.602
27651,33775,0.619
27677,13293,0.609
27693,1894,0.6123
27729,33572,0.657
27729,27743,0.649
27729,11256,0.642
27729,34241,0.6406
27729,18652,0.6323
27743,33584,0.7324
27743,29942,0.707
27743,29940,0.6714
27743,33585,0.667
27743,11725,0.667
27743,27729,0.649
27743,33572,0.645
27743,11726,0.6426
27743,21859,0.6396
27769,23774,0.775
27770,26851,0.6753
27780,10236,0.747
27796,27446,0.6396
27796,11256,0.6377
27796,11982,0.631
27796,17542,0.627
27820,15449,0.7065
27820,23051,0.621
27820,14119,0.6113
27820,21291,0.606
27847,22396,0.6025
27940,22973,0.7583
27940,37352,0.648
27940,33128,0.6357
27940,29570,0.627
27957,24534,0.6104
27957,11380,0.608
27976,24245,0.61
28055,28056,0.6333
28056,17210,0.644
28056,28055,0.6333
28063,24855,0.802
28077,22827,0.643
28078,23904,0.646
28106,28108,0.6724
28108,28106,0.6724
28114,14992,0.778
28138,10338,0.614
28160,30360,0.647
28160,12474,0.6084
28160,23750,0.607
28161,29784,0.8247
28161,29785,0.754
28161,30169,0.745
28161,12475,0.7397
28161,37846,0.734
28161,34354,0.701
28161,17447,0.6934
28169,10303,0.6006
28195,14715,0.6553
28210,19626,0.633
28224,28225,0.733
28224,14694,0.6514
28224,25369,0.622
28224,22973,0.6157
28224,17542,0.613
28224,19433,0.607
28225,28224,0.733
28291,34438,0.67
28291,21465,0.6147
28302,34865,0.777
28325,28327,0.6367
28325,15548,0.6284
28325,15550,0.615
28327,25014,0.649
28327,28325,0.6367
28327,19088,0.613
28327,34765,0.6055
28391,32161,0.649
28391,29277,0.606
28391,18083,0.602
28405,28406,0.6455
28405,20064,0.6323
28406,28405,0.6455
28406,19849,0.6333
28406,20065,0.6177
28428,28707,0.6655
28437,20094,0.736
28437,26939,0.7056
28437,13560,0.644
28437,32453,0.6113
28470,4043,0.66
28485,9392,0.8916
28485,26513,0.8604
28485,28707,0.858
28488,25518,0.9473
28488,21327,0.768
28505,28570,0.8335
28537,22930,0.602
28541,2471,0.6147
28550,701,0.6064
28570,28505,0.8335
28576,18951,0.683
28583,1104,0.628
28587,12212,0.681
28610,24894,0.7407
28657,18650,0.7285
28657,11235,0.707
28657,15463,0.7
28657,31394,0.673
28657,35415,0.6655
28657,22546,0.665
28657,30168,0.6577
28657,33138,0.653
28657,11252,0.652
28663,19723,0.6846
28663,19507,0.677
28663,19724,0.675
28663,35451,0.668
28663,28668,0.6484
28663,19716,0.647
28663,15722,0.6396
28663,27444,0.638
28666,28668,0.653
28666,28663,0.6216
28668,28666,0.653
28668,35161,0.6504
28668,28663,0.6484
28689,35036,0.7734
28713,24986,0.68
28736,4265,0.6064
28780,12767,0.8745
28827,9122,0.738
28827,3549,0.7207
28859,33949,0.622
28860,20742,0.6123
28896,2224,0.662
28900,33435,0.6245
28900,26064,0.6104
28900,33431,0.606
28900,15626,0.6025
28904,26064,0.6367
28946,5826,0.6475
28987,37250,0.6553
28987,19233,0.6323
29000,3469,0.8423
29139,25072,0.617
29171,12435,0.601
29173,15630,0.6084
29175,12257,0.633
29201,32087,0.678
29203,32087,0.709
29240,36699,0.604
29252,35241,0.823
29258,33189,0.8066
29275,29277,0.701
29277,29275,0.701
29277,29477,0.6406
29277,24584,0.6406
29277,35155,0.622
29277,24717,0.617
29277,27446,0.6113
29277,28391,0.606
29302,29306,0.66
29306,29302,0.66
29306,17025,0.6025
29328,16781,0.7666
29397,23990,0.6987
29401,34483,0.737
29406,27375,0.6
29420,37678,0.6313
29429,23169,0.8877
29461,22383,0.626
29466,31354,0.6357
29476,29477,0.609
29476,24716,0.6074
29477,35155,0.6465
29477,29277,0.6406
29477,24717,0.6104
29477,29476,0.609
29477,17833,0.607
29480,26892,0.75
29505,3812,0.6636
29505,1948,0.663
29526,29841,0.649
29532,37397,0.759
29541,22449,0.6187
29541,22324,0.604
29565,34094,0.6206
29570,19099,0.781
29570,15971,0.752
29570,24857,0.639
29570,18748,0.6367
29570,37352,0.6357
29570,27940,0.627
29570,34757,0.625
29570,16105,0.619
29570,24687,0.616
29571,9251,0.6465
29581,22496,0.662
29581,37846,0.659
29581,35521,0.658
29581,12257,0.6436
29581,34622,0.634
29581,17954,0.623
29584,35193,0.651
29584,31635,0.639
29584,18611,0.627
29604,23703,0.686
29606,11622,0.618
29628,23110,0.777
29628,25145,0.7314
29634,11237,0.697
29635,11235,0.747
29672,29677,0.6196
29677,11236,0.636
29677,29672,0.6196
29677,19433,0.604
29677,22324,0.603
29677,11982,0.6016
29716,30300,0.6025
29718,20230,0.667
29718,18960,0.6504
29718,19716,0.642
29718,23515,0.6206
29718,15722,0.617
29718,34354,0.608
29718,19823,0.602
29718,31770,0.602
29770,18643,0.612
29779,28161,0.6816
29779,33197,0.68
29779,30168,0.6777
29779,17476,0.6753
29779,11965,0.6753
29779,14431,0.675
29779,17471,0.6733
29779,17566,0.669
29779,29784,0.6636
29784,28161,0.8247
29784,30169,0.783
29784,29785,0.7236
29784,23454,0.718
29784,12475,0.7134
29784,17447,0.7085
29784,37846,0.701
29784,29779,0.6636
29785,30170,0.7896
29785,28161,0.754
29785,20705,0.7505
29785,17448,0.7495
29785,29784,0.7236
29785,12288,0.69
29785,23455,0.689
29801,35317,0.6123
29834,31553,0.602
29835,37844,0.707
29835,12286,0.698
29835,19663,0.6953
29835,37846,0.6934
29835,25676,0.683
29835,12503,0.666
29835,24649,0.65
29835,30953,0.6436
29841,29526,0.649
29854,32587,0.6772
29875,13144,0.6826
29875,35530,0.6265
29875,15664,0.6035
29907,32616,0.726
29907,15676,0.6
29910,30357,0.66
29925,29926,0.606
29925,15713,0.604
29926,30791,0.6177
29926,29925,0.606
29926,19360,0.602
29936,18214,0.6196
29936,29258,0.6016
29940,29942,0.799
29940,33584,0.789
29940,33585,0.739
29940,27743,0.6714
29940,21019,0.6523
29940,11380,0.6343
29940,33572,0.623
29940,23629,0.6226
29942,33584,0.8022
29942,29940,0.799
29942,33585,0.753
29942,27743,0.707
29942,33572,0.6284
29948,35806,0.637
29949,34103,0.6274
29949,29969,0.6
29955,11796,0.7026
29961,29969,0.707
29961,15535,0.639
29963,11285,0.6255
29969,29961,0.707
29969,33951,0.6787
29969,34103,0.6772
29969,37846,0.6367
29969,17574,0.6304
29969,17476,0.6245
29969,15940,0.6113
29969,29949,0.6
29976,21020,0.6074
29980,11237,0.6323
29983,25142,0.607
29988,15576,0.758
29989,29990,0.672
29990,29989,0.672
30055,24200,0.681
30055,26996,0.658
30055,30059,0.6147
30055,30061,0.6006
30056,11099,0.9756
30058,2569,0.679
30059,30061,0.671
30059,30055,0.6147
30061,30059,0.671
30061,33534,0.6475
30061,15173,0.6216
30061,30055,0.6006
30082,30083,0.6567
30083,17574,0.6675
30083,30082,0.6567
30083,31635,0.629
30153,30154,0.6763
30153,34325,0.653
30153,14694,0.636
30154,30153,0.6763
30156,36291,0.6357
30156,12221,0.632
30168,25677,0.7266
30168,12288,0.698
30168,32430,0.683
30168,29779,0.6777
30168,11726,0.677
30168,17293,0.6724
30168,35216,0.671
30168,31770,0.658
30169,29784,0.783
30169,28161,0.745
30169,30170,0.6953
30169,23454,0.6953
30169,17447,0.6626
30169,20705,0.6265
30169,29785,0.6216
30169,12475,0.621
30170,29785,0.7896
30170,23455,0.7593
30170,30169,0.6953
30170,20705,0.667
30170,28161,0.666
30170,18652,0.6587
30170,17448,0.6514
30208,26822,0.644
30211,15972,0.7983
30217,32616,0.6206
30239,30240,0.6523
30240,30239,0.6523
30240,32165,0.613
30258,30265,0.6294
30258,30260,0.6104
30260,30258,0.6104
30265,33059,0.6475
30265,30258,0.6294
30265,27347,0.609
30266,30270,0.665
30266,19088,0.655
30266,30269,0.6333
30266,17585,0.6323
30267,32863,0.6343
30267,32862,0.6274
30267,15964,0.605
30269,30270,0.7173
30269,18636,0.707
30269,21186,0.694
30269,31395,0.6934
30269,27511,0.6865
30269,18652,0.665
30270,30269,0.7173
30270,30266,0.665
30270,32863,0.644
30270,18636,0.64
30270,32862,0.6167
30270,22547,0.607
30270,36920,0.6045
30292,12879,0.6733
30292,15635,0.6255
30300,29716,0.6025
30306,23091,0.892
30348,19493,0.91
30348,34483,0.703
30357,29910,0.66
30360,24649,0.651
30360,28160,0.647
30370,21706,0.639
30432,37846,0.6406
30432,21019,0.6235
30432,31635,0.613
30432,11643,0.612
30432,12475,0.611
30432,34354,0.603
30432,25014,0.602
30432,28161,0.6016
30452,20648,0.6445
30454,20648,0.6587
30460,4298,0.9
30483,32189,0.766
30507,30532,0.682
30507,34354,0.6045
30509,22547,0.699
30509,22546,0.6978
30509,31394,0.68
30509,22650,0.6665
30509,18650,0.658
30509,21884,0.627
30509,21897,0.6265
30509,32863,0.6187
30509,18636,0.61
30532,11961,0.693
30532,30507,0.682
30532,34039,0.6445
30532,19512,0.641
30532,18960,0.636
30532,12555,0.6294
30532,11965,0.6245
30532,34347,0.618
30541,6412,0.6616
30571,2528,0.6465
30592,30598,0.6807
30593,3466,0.6562
30593,9920,0.6504
30598,30592,0.6807
30603,30604,0.704
30604,30603,0.704
30621,35086,0.644
30621,21709,0.6
30659,8611,0.638
30673,2065,0.644
30703,34113,0.6484
30707,37748,0.649
30749,18125,0.607
30756,37682,0.7583
30756,21897,0.6064
30756,31683,0.6064
30770,21469,0.629
30772,21472,0.709
30783,18709,0.7256
30790,30791,0.731
30791,30790,0.731
30791,30806,0.635
30791,12887,0.628
30791,29926,0.6177
30791,17210,0.6084
30806,12887,0.675
30806,30791,0.635
30806,25342,0.623
30811,24375,0.612
30818,9994,0.664
30818,7774,0.64
30829,11256,0.609
30848,22152,0.6475
30848,20052,0.619
30861,37629,0.663
30876,12755,0.609
30892,35713,0.74
30892,37852,0.7134
30892,19233,0.6743
30892,12256,0.6714
30892,12257,0.663
30892,33197,0.655
30892,24223,0.652
30892,17293,0.643
30892,19723,0.6367
30892,19716,0.6343
30902,20780,0.647
30944,30949,0.686
30946,36099,0.659
30947,30949,0.647
30949,30944,0.686
30949,36100,0.6807
30949,30947,0.647
30949,32752,0.6396
30949,36699,0.6313
30949,35402,0.6245
30951,21469,0.6245
30951,30952,0.6245
30951,12690,0.606
30952,30951,0.6245
30952,17566,0.617
30952,37678,0.6074
30953,29835,0.6436
30953,37846,0.6343
30953,11466,0.6284
30953,31635,0.624
30953,12286,0.6187
30953,12503,0.603
30953,17573,0.6
30953,24649,0.6
30997,22317,0.6577
30997,20065,0.653
30997,14977,0.6523
30997,19914,0.649
30997,12825,0.6323
30997,33767,0.6147
30997,19849,0.6133
31131,31135,0.6772
31131,31142,0.662
31131,22542,0.6333
31131,21416,0.6143
31131,31138,0.6094
31131,31134,0.608
31134,22649,0.6646
31134,22545,0.6353
31134,31135,0.63
31134,31131,0.608
31134,31138,0.603
31135,31138,0.774
31135,22546,0.702
31135,31131,0.6772
31135,22650,0.675
31135,16329,0.671
31135,31142,0.6562
31135,18634,0.6475
31135,19099,0.6377
31135,15971,0.632
31138,31135,0.774
31138,16326,0.6997
31138,15971,0.6777
31138,16329,0.6694
31138,31142,0.665
31138,18650,0.637
31138,22547,0.621
31138,19099,0.6206
31142,31138,0.665
31142,31131,0.662
31142,31135,0.6562
31142,18650,0.626
31151,21425,0.6016
31274,31275,0.699
31275,31274,0.699
31275,12391,0.644
31288,24579,0.6274
31334,19350,0.845
31348,25426,0.717
31354,29466,0.6357
31359,23629,0.6675
31359,33731,0.6484
31359,22609,0.6426
31359,31392,0.635
31359,12524,0.6045
31359,17681,0.6035
31360,23491,0.837
31360,12226,0.6353
31360,15600,0.6123
31360,17585,0.6055
31364,31365,0.6445
31364,31366,0.606
31365,22809,0.674
31365,31364,0.6445
31366,31367,0.652
31366,31364,0.606
31366,32703,0.6
31367,31366,0.652
31392,31359,0.635
31394,18650,0.737
31394,30509,0.68
31394,28657,0.673
31394,11235,0.646
31394,16329,0.6353
31394,22546,0.631
31394,22650,0.629
31394,31607,0.6123
31395,11237,0.7266
31395,18652,0.699
31395,30269,0.6934
31395,18636,0.6855
31395,25125,0.642
31395,21892,0.6104
31395,32364,0.605
31453,26210,0.6895
31453,17585,0.656
31455,32777,0.844
31553,20667,0.6284
31553,29834,0.602
31558,20230,0.6064
31569,31570,0.655
31569,31577,0.624
31570,20065,0.656
31570,31569,0.655
31570,20064,0.621
31570,18226,0.6084
31570,33700,0.608
31577,14333,0.644
31577,31569,0.624
31606,26882,0.7744
31606,11256,0.622
31606,21897,0.6206
31606,31609,0.617
31606,27341,0.6113
31606,30269,0.61
31607,25438,0.7334
31607,31608,0.7065
31607,16507,0.639
31607,15927,0.615
31607,32616,0.6133
31607,31394,0.6123
31607,31606,0.607
31607,25072,0.605
31608,31607,0.7065
31609,31610,0.63
31609,31606,0.617
31610,31609,0.63
31616,0,0.6294
31616,921,0.6064
31631,31635,0.673
31631,12793,0.634
31635,34354,0.7637
31635,37846,0.753
31635,17574,0.7227
31635,32458,0.6753
31635,24649,0.6733
31635,31631,0.673
31635,34347,0.657
31635,29584,0.639
31635,15426,0.6333
31635,24026,0.633
31683,22396,0.6157
31683,21897,0.611
31683,30756,0.6064
31683,22395,0.606
31693,24966,0.7163
31700,31701,0.7495
31700,22871,0.6367
31700,25072,0.625
31700,15092,0.6113
31700,11192,0.6094
31700,15630,0.609
31700,17267,0.606
31700,32862,0.6025
31701,11782,0.7637
31701,31700,0.7495
31701,36949,0.659
31701,32421,0.6357
31701,25072,0.6284
31701,32863,0.614
31701,15971,0.601
31723,921,0.604
31728,22120,0.698
31769,27444,0.6113
31770,19716,0.839
31770,33059,0.8247
31770,31771,0.7827
31770,17293,0.754
31770,33057,0.7417
31770,19723,0.739
31770,33058,0.7354
31770,27444,0.7324
31771,31770,0.7827
31771,33058,0.7104
31771,33059,0.6978
31771,27444,0.6953
31771,19716,0.6855
31771,27446,0.6562
31771,33057,0.653
31771,25677,0.6426
31858,10067,0.712
31892,24649,0.6245
31892,12475,0.6226
31960,17249,0.663
31966,2224,0.705
32002,23680,0.6665
32021,12555,0.608
32031,17326,0.6074
32031,6240,0.6035
32058,32064,0.6553
32058,32062,0.613
32062,32064,0.7017
32062,12848,0.6377
32062,32058,0.613
32064,32062,0.7017
32064,32058,0.6553
32064,26333,0.627
32070,33925,0.6016
32071,35917,0.642
32071,19436,0.6377
32071,30168,0.618
32071,11237,0.6074
32087,22518,0.747
32087,29203,0.709
32087,29201,0.678
32087,16507,0.65
32087,16555,0.645
32087,16018,0.6245
32102,13316,0.7866
32137,11346,0.6406
32140,34047,0.6255
32161,28391,0.649
32165,30240,0.613
32186,18374,0.9844
32197,32198,0.616
32198,32197,0.616
32227,34000,0.85
32246,16507,0.631
32246,32616,0.617
32252,21664,0.6567
32258,9326,0.64
32265,21348,0.6323
32267,12760,0.656
32297,32298,0.6045
32298,32676,0.6226
32298,27444,0.614
32298,32297,0.6045
32305,21820,0.9004
32309,10570,0.613
32318,7957,0.607
32323,13095,0.811
32323,25179,0.6323
